material_id,formula_pretty,chemsys_query,host_id,mix_site,label,is_stable,energy_above_hull,classical_t,wtf,sigma_A,sigma_B,delta_q,r_A_eff,r_B_eff,q_A_eff,q_B_eff,A_elements,A_amounts,B_elements,B_amounts,normalized_composition
mp-706340,Ca9LaMn10O30,Ca-La-Mn-O,Ca-La-Mn-O,A,1,False,0.047267432449999,1.0038718033425598,1.0046045564836856,0.006,0.0,0.0999999999999996,1.342,0.53,2.1,4.0,"[""Ca"", ""La""]","[0.9, 0.1]","[""Mn""]",[1.0],"{""Ca"": 0.9, ""La"": 0.1, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227500,CaLa2Mn3O9,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.138346652277782,1.011199334753819,1.0087568242833993,0.0094280904158206,0.0,0.6666666666666661,1.3533333333333335,0.53,2.6666666666666665,4.0,"[""Ca"", ""La""]","[0.3333333333333333, 0.6666666666666666]","[""Mn""]",[1.0],"{""Ca"": 0.3333333333333333, ""La"": 0.6666666666666666, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227850,CaLa2Mn3O9,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.138747637444449,1.011199334753819,1.0087568242833993,0.0094280904158206,0.0,0.6666666666666661,1.3533333333333335,0.53,2.6666666666666665,4.0,"[""Ca"", ""La""]","[0.3333333333333333, 0.6666666666666666]","[""Mn""]",[1.0],"{""Ca"": 0.3333333333333333, ""La"": 0.6666666666666666, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227182,CaLa3Mn4O12,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.15446641105,1.011199334753819,1.0093674519010043,0.0086602540378443,0.0,0.75,1.355,0.53,2.75,4.0,"[""Ca"", ""La""]","[0.25, 0.75]","[""Mn""]",[1.0],"{""Ca"": 0.25, ""La"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1303495,CaLa3Mn4O12,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.156795622549999,1.011199334753819,1.0093674519010043,0.0086602540378443,0.0,0.75,1.355,0.53,2.75,4.0,"[""Ca"", ""La""]","[0.25, 0.75]","[""Mn""]",[1.0],"{""Ca"": 0.25, ""La"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1198744,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.110092309666669,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227410,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.117402103416667,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227570,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.105753740416668,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1272533,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.116764021416669,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1275931,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.117891430916667,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-21507,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.108930447166669,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-39689,CaLaMn2O6,Ca-La-Mn-O,Ca-La-Mn-O,A,0,False,0.105089661416668,1.0038718033425598,1.0075355690481893,0.01,0.0,0.5,1.35,0.53,2.5,4.0,"[""Ca"", ""La""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""La"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-686651,Ca9LaTi10O30,Ca-La-O-Ti,Ca-La-O-Ti,A,1,True,0.0,0.9663204890030626,0.9670258324256924,0.006,0.0,0.0999999999999996,1.342,0.605,2.1,4.0,"[""Ca"", ""La""]","[0.9, 0.1]","[""Ti""]",[1.0],"{""Ca"": 0.9, ""La"": 0.1, ""Ti"": 1.0, ""O"": 3.0}"
mp-1227759,Ca3NdMn4O12,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.011488525958329,1.0038718033425598,1.0002080376369298,0.0173205080756887,0.0,0.25,1.33,0.53,2.25,4.0,"[""Ca"", ""Nd""]","[0.75, 0.25]","[""Mn""]",[1.0],"{""Ca"": 0.75, ""Nd"": 0.25, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227543,CaNd2Mn3O9,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,True,0.0,0.9892167405200406,0.9941017614608804,0.0188561808316412,0.0,0.6666666666666661,1.3133333333333337,0.53,2.6666666666666665,4.0,"[""Ca"", ""Nd""]","[0.3333333333333333, 0.6666666666666666]","[""Mn""]",[1.0],"{""Ca"": 0.3333333333333333, ""Nd"": 0.6666666666666666, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227174,CaNd3Mn4O12,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.001496023249998,0.9892167405200406,0.9928805062256704,0.0173205080756887,0.0,0.75,1.31,0.53,2.75,4.0,"[""Ca"", ""Nd""]","[0.25, 0.75]","[""Mn""]",[1.0],"{""Ca"": 0.25, ""Nd"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227144,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.002366763083317,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1227166,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.001727415083317,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-532718,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.007919953916651,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-532822,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.006952675249985,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-720198,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.001725746208318,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-744199,CaNdMn2O6,Ca-Mn-Nd-O,Ca-Mn-Nd-O,A,1,False,0.003923388416652,1.0038718033425598,0.9965442719313,0.02,0.0,0.5,1.32,0.53,2.5,4.0,"[""Ca"", ""Nd""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Nd"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1044723,CaPrCr2O6,Ca-Cr-O-Pr,Ca-Cr-O-Pr,A,1,False,0.046829072500003,0.961524853821906,0.9580156390269354,0.01,0.0,0.5,1.33,0.615,2.5,3.0,"[""Ca"", ""Pr""]","[0.5, 0.5]","[""Cr""]",[1.0],"{""Ca"": 0.5, ""Pr"": 0.5, ""Cr"": 1.0, ""O"": 3.0}"
mp-532591,Ca9Pr11Mn20O60,Ca-Mn-O-Pr,Ca-Mn-O-Pr,A,1,False,0.003072836499985,0.9965442719313,0.9998416610663668,0.0099498743710662,0.0,0.5500000000000007,1.3290000000000002,0.53,2.5500000000000003,4.0,"[""Ca"", ""Pr""]","[0.45, 0.55]","[""Mn""]",[1.0],"{""Ca"": 0.45, ""Pr"": 0.55, ""Mn"": 1.0, ""O"": 3.0}"
mp-40630,CaPrMn2O6,Ca-Mn-O-Pr,Ca-Mn-O-Pr,A,1,True,0.0,1.0038718033425598,1.0002080376369298,0.01,0.0,0.5,1.33,0.53,2.5,4.0,"[""Ca"", ""Pr""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Ca"": 0.5, ""Pr"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1044426,CaPrTi2O6,Ca-O-Pr-Ti,Ca-O-Pr-Ti,A,1,True,0.0,0.9663204890030626,0.9627937718899126,0.01,0.0,0.5,1.33,0.605,2.5,4.0,"[""Ca"", ""Pr""]","[0.5, 0.5]","[""Ti""]",[1.0],"{""Ca"": 0.5, ""Pr"": 0.5, ""Ti"": 1.0, ""O"": 3.0}"
mp-1044725,CaPrV2O6,Ca-O-Pr-V,Ca-O-Pr-V,A,1,False,0.014988662705356,0.9986972064181135,0.9950523261027188,0.01,0.0,1.5,1.33,0.54,2.5,5.0,"[""Ca"", ""Pr""]","[0.5, 0.5]","[""V""]",[1.0],"{""Ca"": 0.5, ""Pr"": 0.5, ""V"": 1.0, ""O"": 3.0}"
mp-1218573,Sr4CaCr5O15,Ca-Cr-O-Sr,Ca-Cr-O-Sr,A,0,False,0.124993405775002,0.9966170017716104,0.9895985721816696,0.0399999999999999,0.0,1.0,1.42,0.615,2.0,3.0,"[""Ca"", ""Sr""]","[0.2, 0.8]","[""Cr""]",[1.0],"{""Sr"": 0.8, ""Ca"": 0.2, ""Cr"": 1.0, ""O"": 3.0}"
mp-1218386,SrCaCr2O6,Ca-Cr-O-Sr,Ca-Cr-O-Sr,A,0,False,0.14997372168267,0.961524853821906,0.9790709277967584,0.0499999999999999,0.0,1.0,1.39,0.615,2.0,3.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Cr""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Cr"": 1.0, ""O"": 3.0}"
mp-1218402,SrCaCr2O6,Ca-Cr-O-Sr,Ca-Cr-O-Sr,A,0,False,0.136616332682669,0.961524853821906,0.9790709277967584,0.0499999999999999,0.0,1.0,1.39,0.615,2.0,3.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Cr""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Cr"": 1.0, ""O"": 3.0}"
mp-1076424,Sr3Ca(FeO3)4,Ca-Fe-O-Sr,Ca-Fe-O-Sr,A,1,False,0.015111027375005,0.9819967034571124,0.9733523662787928,0.0433012701892218,0.0,1.0,1.415,0.645,2.0,3.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""Fe""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""Fe"": 1.0, ""O"": 3.0}"
mp-1094055,Sr3Ca(FeO3)4,Ca-Fe-O-Sr,Ca-Fe-O-Sr,A,1,False,0.013213005375005,0.9819967034571124,0.9733523662787928,0.0433012701892218,0.0,1.0,1.415,0.645,2.0,3.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""Fe""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""Fe"": 1.0, ""O"": 3.0}"
mp-1641665,Sr3Ca(FeO3)4,Ca-Fe-O-Sr,Ca-Fe-O-Sr,A,0,False,0.058304991875005,0.9819967034571124,0.9733523662787928,0.0433012701892218,0.0,1.0,1.415,0.645,2.0,3.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""Fe""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""Fe"": 1.0, ""O"": 3.0}"
mp-1218523,Sr4Ca(FeO3)5,Ca-Fe-O-Sr,Ca-Fe-O-Sr,A,1,False,0.011882899300004,0.9819967034571124,0.9750812337144564,0.0399999999999999,0.0,1.0,1.42,0.645,2.0,3.0,"[""Ca"", ""Sr""]","[0.2, 0.8]","[""Fe""]",[1.0],"{""Sr"": 0.8, ""Ca"": 0.2, ""Fe"": 1.0, ""O"": 3.0}"
mp-1652433,Sr4Ca(FeO3)5,Ca-Fe-O-Sr,Ca-Fe-O-Sr,A,1,False,0.011946598700004,0.9819967034571124,0.9750812337144564,0.0399999999999999,0.0,1.0,1.42,0.645,2.0,3.0,"[""Ca"", ""Sr""]","[0.2, 0.8]","[""Fe""]",[1.0],"{""Sr"": 0.8, ""Ca"": 0.2, ""Fe"": 1.0, ""O"": 3.0}"
mp-1218494,Sr3CaHf4O12,Ca-Hf-O-Sr,Ca-Hf-O-Sr,A,1,False,0.007612675749999,0.9517456201752582,0.943367577744138,0.0433012701892218,0.0,0.0,1.415,0.71,2.0,4.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""Hf""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""Hf"": 1.0, ""O"": 3.0}"
mp-1218454,SrCa3Hf4O12,Ca-Hf-O-Sr,Ca-Hf-O-Sr,A,1,False,0.007486108750002,0.9182334504507774,0.9266114928818976,0.0433012701892218,0.0,0.0,1.3650000000000002,0.71,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Hf""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Hf"": 1.0, ""O"": 3.0}"
mp-1218419,SrCaHf2O6,Ca-Hf-O-Sr,Ca-Hf-O-Sr,A,1,False,0.009440106000001,0.9182334504507774,0.934989535313018,0.0499999999999999,0.0,0.0,1.39,0.71,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Hf""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Hf"": 1.0, ""O"": 3.0}"
mp-1247636,Sr3Ca5Mn8O24,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.066204821172614,1.0038718033425598,1.017610924738671,0.0484122918275926,0.0,0.0,1.3775,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.625, 0.375]","[""Mn""]",[1.0],"{""Sr"": 0.375, ""Ca"": 0.625, ""Mn"": 1.0, ""O"": 3.0}"
mp-1247664,Sr3Ca5Mn8O24,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.095325035297614,1.0038718033425598,1.017610924738671,0.0484122918275926,0.0,0.0,1.3775,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.625, 0.375]","[""Mn""]",[1.0],"{""Sr"": 0.375, ""Ca"": 0.625, ""Mn"": 1.0, ""O"": 3.0}"
mp-1076020,SrCa3Mn4O12,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.103339174642853,1.0038718033425598,1.013031217606634,0.0433012701892218,0.0,0.0,1.3650000000000002,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Mn""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1094041,SrCa3Mn4O12,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.105507587142853,1.0038718033425598,1.013031217606634,0.0433012701892218,0.0,0.0,1.3650000000000002,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Mn""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1094044,SrCa3Mn4O12,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,1,False,0.048917385142853,1.0038718033425598,1.013031217606634,0.0433012701892218,0.0,0.0,1.3650000000000002,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Mn""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1247621,SrCa3Mn4O12,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,1,False,0.048938943517852,1.0038718033425598,1.013031217606634,0.0433012701892218,0.0,0.0,1.3650000000000002,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Mn""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Mn"": 1.0, ""O"": 3.0}"
mp-1247638,SrCa7Mn8O24,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.054378547800599,1.0038718033425598,1.0084515104745968,0.0330718913883073,0.0,0.0,1.3525,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.875, 0.125]","[""Mn""]",[1.0],"{""Sr"": 0.125, ""Ca"": 0.875, ""Mn"": 1.0, ""O"": 3.0}"
mp-1247690,SrCa7Mn8O24,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.110518137238099,1.0038718033425598,1.0084515104745968,0.0330718913883073,0.0,0.0,1.3525,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.875, 0.125]","[""Mn""]",[1.0],"{""Sr"": 0.125, ""Ca"": 0.875, ""Mn"": 1.0, ""O"": 3.0}"
mp-1076213,SrCaMn2O6,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.089626853702381,1.0038718033425598,1.0221906318707086,0.0499999999999999,0.0,0.0,1.39,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1218322,SrCaMn2O6,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.083749395452381,1.0038718033425598,1.0221906318707086,0.0499999999999999,0.0,0.0,1.39,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1218393,SrCaMn2O6,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.06296049695238,1.0038718033425598,1.0221906318707086,0.0499999999999999,0.0,0.0,1.39,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1277077,SrCaMn2O6,Ca-Mn-O-Sr,Ca-Mn-O-Sr,A,0,False,0.08862917845238,1.0038718033425598,1.0221906318707086,0.0499999999999999,0.0,0.0,1.39,0.53,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Mn""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Mn"": 1.0, ""O"": 3.0}"
mp-1218522,Sr3Ca(SnO3)4,Ca-O-Sn-Sr,Ca-O-Sn-Sr,A,1,False,0.014007824749999,0.9608532337654522,0.9523950186794888,0.0433012701892218,0.0,0.0,1.415,0.69,2.0,4.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""Sn""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""Sn"": 1.0, ""O"": 3.0}"
mp-1218851,Sr2CaTi3O9,Ca-O-Sr-Ti,Ca-O-Sr-Ti,A,1,False,0.02352975716667,1.001587660134561,0.9898319364240616,0.0471404520791031,0.0,0.0,1.4066666666666667,0.605,2.0,4.0,"[""Ca"", ""Sr""]","[0.3333333333333333, 0.6666666666666666]","[""Ti""]",[1.0],"{""Sr"": 0.6666666666666666, ""Ca"": 0.3333333333333333, ""Ti"": 1.0, ""O"": 3.0}"
mp-1218886,Sr2CaTi3O9,Ca-O-Sr-Ti,Ca-O-Sr-Ti,A,1,False,0.012348027000003,1.001587660134561,0.9898319364240616,0.0471404520791031,0.0,0.0,1.4066666666666667,0.605,2.0,4.0,"[""Ca"", ""Sr""]","[0.3333333333333333, 0.6666666666666666]","[""Ti""]",[1.0],"{""Sr"": 0.6666666666666666, ""Ca"": 0.3333333333333333, ""Ti"": 1.0, ""O"": 3.0}"
mp-1075922,Sr7CaTi8O24,Ca-O-Sr-Ti,Ca-O-Sr-Ti,A,1,False,0.009415460687504,1.001587660134561,0.9971792637431236,0.0330718913883073,0.0,0.0,1.4275,0.605,2.0,4.0,"[""Ca"", ""Sr""]","[0.125, 0.875]","[""Ti""]",[1.0],"{""Sr"": 0.875, ""Ca"": 0.125, ""Ti"": 1.0, ""O"": 3.0}"
mp-1218476,SrCa3Ti4O12,Ca-O-Sr-Ti,Ca-O-Sr-Ti,A,1,False,0.009579183125001,0.9663204890030626,0.9751372817859372,0.0433012701892218,0.0,0.0,1.3650000000000002,0.605,2.0,4.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""Ti""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""Ti"": 1.0, ""O"": 3.0}"
mp-1218358,SrCaTi2O6,Ca-O-Sr-Ti,Ca-O-Sr-Ti,A,1,False,0.013489558750002,0.9663204890030626,0.9839540745688118,0.0499999999999999,0.0,0.0,1.39,0.605,2.0,4.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""Ti""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""Ti"": 1.0, ""O"": 3.0}"
mp-1218542,Sr3CaV4O12,Ca-O-Sr-V,Ca-O-Sr-V,A,0,False,0.074044854125004,1.035146009572059,1.0260338087835728,0.0433012701892218,0.0,1.0,1.415,0.54,2.0,5.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""V""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""V"": 1.0, ""O"": 3.0}"
mp-1319495,Sr3CaV4O12,Ca-O-Sr-V,Ca-O-Sr-V,A,1,False,0.038736194125004,1.035146009572059,1.0260338087835728,0.0433012701892218,0.0,1.0,1.415,0.54,2.0,5.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""V""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""V"": 1.0, ""O"": 3.0}"
mp-1644003,Sr3CaV4O12,Ca-O-Sr-V,Ca-O-Sr-V,A,1,False,0.033747393875003,1.035146009572059,1.0260338087835728,0.0433012701892218,0.0,1.0,1.415,0.54,2.0,5.0,"[""Ca"", ""Sr""]","[0.25, 0.75]","[""V""]",[1.0],"{""Sr"": 0.75, ""Ca"": 0.25, ""V"": 1.0, ""O"": 3.0}"
mp-1218581,SrCa3V4O12,Ca-O-Sr-V,Ca-O-Sr-V,A,1,False,0.014819245148803,0.9986972064181135,1.0078094072066,0.0433012701892218,0.0,1.0,1.3650000000000002,0.54,2.0,5.0,"[""Ca"", ""Sr""]","[0.75, 0.25]","[""V""]",[1.0],"{""Sr"": 0.25, ""Ca"": 0.75, ""V"": 1.0, ""O"": 3.0}"
mp-1218467,SrCaV2O6,Ca-O-Sr-V,Ca-O-Sr-V,A,1,False,0.021430178886912,0.9986972064181135,1.0169216079950862,0.0499999999999999,0.0,1.0,1.39,0.54,2.0,5.0,"[""Ca"", ""Sr""]","[0.5, 0.5]","[""V""]",[1.0],"{""Sr"": 0.5, ""Ca"": 0.5, ""V"": 1.0, ""O"": 3.0}"
mp-1516402,KCeHf2O6,Ce-Hf-K-O,Ce-Hf-K-O,A,0,False,0.099806496867845,0.9182334504507774,0.9685017050374988,0.1499999999999999,0.0,0.0,1.49,0.71,2.0,4.0,"[""Ce"", ""K""]","[0.5, 0.5]","[""Hf""]",[1.0],"{""K"": 0.5, ""Ce"": 0.5, ""Hf"": 1.0, ""O"": 3.0}"
mp-1522773,KCeNb2O6,Ce-K-Nb-O,Ce-K-Nb-O,A,0,False,0.092454805472215,0.9497414610054608,1.001734606680942,0.1499999999999999,0.0,1.0,1.49,0.64,2.0,5.0,"[""Ce"", ""K""]","[0.5, 0.5]","[""Nb""]",[1.0],"{""K"": 0.5, ""Ce"": 0.5, ""Nb"": 1.0, ""O"": 3.0}"
mp-1223462,KCeTi2O6,Ce-K-O-Ti,Ce-K-O-Ti,A,0,False,0.071432667540019,0.9663204890030626,1.0192212457003105,0.1499999999999999,0.0,0.0,1.49,0.605,2.0,4.0,"[""Ce"", ""K""]","[0.5, 0.5]","[""Ti""]",[1.0],"{""K"": 0.5, ""Ce"": 0.5, ""Ti"": 1.0, ""O"": 3.0}"
mp-1519548,KCeZr2O6,Ce-K-O-Zr,Ce-K-O-Zr,A,0,False,0.164147655647095,0.9139021605901604,0.9639333007684536,0.1499999999999999,0.0,0.0,1.49,0.72,2.0,4.0,"[""Ce"", ""K""]","[0.5, 0.5]","[""Zr""]",[1.0],"{""K"": 0.5, ""Ce"": 0.5, ""Zr"": 1.0, ""O"": 3.0}"
mp-1222911,LaCeAl2O6,Al-Ce-La-O,Al-Ce-La-O,A,1,False,0.012580437000034,1.0012778193545944,1.0049321179653774,0.01,0.0,0.0,1.35,0.535,3.0,3.0,"[""Ce"", ""La""]","[0.5, 0.5]","[""Al""]",[1.0],"{""La"": 0.5, ""Ce"": 0.5, ""Al"": 1.0, ""O"": 3.0}"
mp-1223030,LaCeAl2O6,Al-Ce-La-O,Al-Ce-La-O,A,1,False,0.011456947000034,1.0012778193545944,1.0049321179653774,0.01,0.0,0.0,1.35,0.535,3.0,3.0,"[""Ce"", ""La""]","[0.5, 0.5]","[""Al""]",[1.0],"{""La"": 0.5, ""Ce"": 0.5, ""Al"": 1.0, ""O"": 3.0}"
mp-1223081,LaCe2Mn3O9,Ce-La-Mn-O,Ce-La-Mn-O,A,0,False,0.322851449244442,1.0038718033425598,1.0063143138129795,0.0094280904158206,0.0,1.0,1.346666666666667,0.53,3.0,4.0,"[""Ce"", ""La""]","[0.6666666666666666, 0.3333333333333333]","[""Mn""]",[1.0],"{""La"": 0.3333333333333333, ""Ce"": 0.6666666666666666, ""Mn"": 1.0, ""O"": 3.0}"
mp-1517130,NaCeHf2O6,Ce-Hf-Na-O,Ce-Hf-Na-O,A,0,False,0.104215735949713,0.9182334504507774,0.9266114928818976,0.0249999999999999,0.0,0.0,1.365,0.71,2.0,4.0,"[""Ce"", ""Na""]","[0.5, 0.5]","[""Hf""]",[1.0],"{""Na"": 0.5, ""Ce"": 0.5, ""Hf"": 1.0, ""O"": 3.0}"
